city,rooms,square,price,link,township,title 
Niš,0.5,30.0,230,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada-/NkiBGoPTEY_/,Ćele kula,IZDAJE SE STAN U  CENTRU GRADA !!!
Srbija,3,55.0,320,https://www.nekretnine.rs/stambeni-objekti/stanovi/lep-dvoiposoban-stan-kod-medicinskog-fakulteta-id2064/NkPLvUJyOt7/,Niš,Lep dvoiposoban stan kod Medicinskog fakulteta ID#2064
Niš,0.5,30.0,230,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada-/NkJF7dS6mO7/,Ćele kula,IZDAJE SE STAN U  CENTRU GRADA !!!
Niš,0.5,30.0,230,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada-/Nk6lgB7NuL0/,Ćele kula,IZDAJE SE STAN U  CENTRU GRADA !!!
Beograd,4,125.0,1300,https://www.nekretnine.rs/stambeni-objekti/stanovi/u-centru-beograda-pored-doma-omladine-fantastican-kancelarijski-prostor-za-izdavanje/NkEfU4S8-Po/,Stari Grad,U centru Beograda pored Doma Omladine fantastičan kancelarijski prostor za izdavanje
Beograd,2,54.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux--nov--neuseljavan--garaza-green-residence/NkcTgl5fioD/,Zvezdara,Lux / nov / neuseljavan / garaza - GREEN RESIDENCE
Novi Sad,2,40.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-neuseljavan-prazan-avenija-garden/NkCliNo62Yp/,Cara Dušana,NOV NEUSELJAVAN PRAZAN **AVENIJA GARDEN**
Novi Sad,0.5,26.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-garsonjera-na-grbavici/Nk793SjwfOO/,Grbavica,~LUX GARSONJERA NA GRBAVICI~
Beograd,2,58.0,330,https://www.nekretnine.rs/stambeni-objekti/stanovi/hotel-srbija-20-namesten-id1146/NkikiGr6KfW/,Konjarnik,"Hotel Srbija, 2.0 namešten ID#1146"
Niš,3,80.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-u-centru/NkKY_yjTMiC/,Centar,Trosoban stan u centru
Niš,1,30.0,180,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-kopletno-namesten-novim-stvarima-i-opremljen-svim-aparatima/NkFRJ7_p5T_/,Kičevo,"Izdajem stan, kopletno namešten novim stvarima i opremljen svim aparatima,"
Beograd,2,60.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/divan-stan-u-potkrovlju-svetogorska-ulica/Nk9_ScoKcP5/,Stari Grad,Divan stan u potkrovlju - Svetogorska ulica
Beograd,4,104.0,1600,https://www.nekretnine.rs/stambeni-objekti/stanovi/krunska-40-prazan-moze-pp-id1120/NkPS5f3f1NQ/,Kalenić pijaca,"Krunska,4.0 prazan,može PP ID#1120"
Beograd,0.5,20.0,Cena na upit,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-polunamestenu-garsonjeru-sa-centralnim-grejanjem--klima/NkZbF83ySa-/,Batajnica,Izdajem polunamestenu garsonjeru sa centralnim grejanjem + klima
Kragujevac,3,66.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/iznajmljujem-stan-dvoiposoban-kragujevac-ozon/NkHuaI7tWZG/,Zvezda,"iznajmljujem, stan dvoiposoban, Kragujevac Ozon"
Niš,1,38.0,240,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-na-bulevaru-nemanjica/NkUSouzyChu/,Bulevar Nemanjića,Izdajem stan na bulevaru Nemanjića
Beograd,1,31.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/banovo-brdo-jednoiposoban-i-opremljen-stan/NkavZ0YHTiX/,Banovo brdo,"Banovo brdo, jednoiposoban i opremljen stan"
Beograd,4,100.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-uciteljsko-naselje-zivka-davidovica-100m2-zivka-davidovica/NkwNCoj9Sgg/,Učiteljsko naselje,"Zvezdara, Učiteljsko naselje - Živka Davidovića, 100m2, Živka Davidovića"
Beograd,3,125.0,1800,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-stan-u-prelepoj-zgradi/NkP6dDQk6yW/,Banovo brdo,Lux stan u prelepoj zgradi
Novi Sad,0.5,28.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/lepo-namestena-garsonjera-28m2-bulevar-evrope-220eu/NknYJ_iIwk-/,Adamovićevo naselje,LEPO NAMEŠTENA GARSONJERA 28M2 BULEVAR EVROPE 220EU
Beograd,5,240.0,2600,https://www.nekretnine.rs/stambeni-objekti/stanovi/beogradanka-240m2-i-eg/Nk-bK3ywH0B/,Beograđanka ( centar ),"BEOGRAĐANKA, 240M2, I,EG,"
Beograd,5,240.0,2600,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-za-izdavanje-kneza-milosa-240m2/NkT_ZXzSZWi/,Centar (uži),"Stan za izdavanje, Kneza Miloša, 240m2"
Beograd,3,65.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/svetogorska-renoviran-useljiv-stan-svetogorska/NkdRJ0Mw6mS/,Politika ( centar ),"Svetogorska, renoviran useljiv stan, Svetogorska"
Beograd,3,120.0,1300,https://www.nekretnine.rs/stambeni-objekti/stanovi/knez-mihailova-ulica-knez-mihailova/NkPMvjghGNz/,Centar (uži),"Knez Mihailova ulica, Knez Mihailova"
Niš,3,87.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-trosoban-stan-kod-kalce/NkeclfJz8Zj/,Centar,Lux trosoban stan kod Kalče
Beograd,3,100.0,1300,https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzni-stanovi-na-vracaru-30--garaza-hram/NkH9_eO8kQ3/,Vračar (Hram),Luksuzni stanovi na Vracaru/ 3.0 / garaza - HRAM
Beograd,3,95.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-za-izdavanje-dorcol-95m2-id-3474/Nk1sqqC0mtb/,Stari Grad,"Stan za izdavanje, Dorćol, 95m2, ID 3474"
Beograd,3,70.0,900,https://www.nekretnine.rs/stambeni-objekti/stanovi/21692-izdavanje-stan-saborna-crkva-900-eur/NkL-zJ-hWai/,Centar (uži),"#21692, Izdavanje, Stan, SABORNA CRKVA, 900 EUR"
Beograd,3,105.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/38531-izdavanje-stan-hilandarska-okolina-1100-eur/Nk1c5xbkj7B/,Centar (uži),"#38531, Izdavanje, Stan, HILANDARSKA OKOLINA, 1100 EUR"
Beograd,4,150.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/19924-izdavanje-stan-senjak-1500-eur/NkixsW4zqVX/,Senjak,"#19924, Izdavanje, Stan, SENJAK, 1500 EUR"
Beograd,2,54.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/21800-izdavanje-stan-centar-700-eur/NkuQbIe_VeI/,Palilulska pijaca,"#21800, Izdavanje, Stan, CENTAR, 700 EUR"
Beograd,2,65.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/34595-izdavanje-stan-crveni-krst-450-eur/Nk6kpnMAB0d/,Vračar (Centar),"#34595, Izdavanje, Stan, CRVENI KRST, 450 EUR"
Beograd,3,76.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/43532-izdavanje-stan-hram-svetog-save-1400-eur/NkkvLkJm-9D/,Vračar (Hram),"#43532, Izdavanje, Stan, HRAM SVETOG SAVE, 1400 EUR"
Beograd,2,54.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/43554-izdavanje-stan-krunska-800-eur/NkRqmLwrSOm/,Vračar (Centar),"#43554, Izdavanje, Stan, KRUNSKA, 800 EUR"
Beograd,3,92.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/35510-izdavanje-stan-hram-svetog-save-1400-eur/NkfxQCFVU9W/,Vračar (Hram),"*35510, Izdavanje, Stan, HRAM SVETOG SAVE, 1400 EUR"
Beograd,3,90.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-skupstina-90m-lux-600/NkgUhiQZcQZ/,Centar (uži),Centar Skupština 90m lux 600
Beograd,2,70.0,60,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-za-sezonske-radnike-beograd-visnjica/1914428/,Višnjica,IZDAJEM STAN ZA SEZONSKE RADNIKE BEOGRAD VIŠNJICA
Niš,2,52.0,280,https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-dvoiposoban-stan-u-samom-centru/NkD6MefYMcs/,Centar,Renoviran dvoiposoban stan u samom centru
Beograd,2,67.0,480,https://www.nekretnine.rs/stambeni-objekti/stanovi/hotel-yu-20-renoviran-moze-za-pp-id1142/NkyEIxR5MQu/,Novi Beograd Blok 11c (Stari Merkator),"Hotel YU, 2.0 renoviran,može za PP ID#1142"
Srbija,1,30.0,270,https://www.nekretnine.rs/stambeni-objekti/stanovi/stanovi-novi-sad-stanica-ns-kv-3000-eur-270-id-9100057/NkecHCR-TA7/,Novi Sad,"Stanovi,NOVI SAD,STANICA NS,kv: 30.00, € 270, ID: 9100057"
Srbija,4,100.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/stanovi-novi-sad-centar-ns-kv-10000-eur-1500-id-9100054/Nk_n_AWY0aY/,Novi Sad,"Stanovi,NOVI SAD,CENTAR NS,kv: 100.00, € 1500, ID: 9100054"
Novi Sad,0.5,28.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/stanovi-novi-sad-adamovicevo-naselje-kv-2800-eur-220-id-9100055/NktSkChmY3G/,Adamovićevo naselje,"Stanovi,NOVI SAD,ADAMOVIĆEVO NASELJE,kv: 28.00, € 220, ID: 9100055"
Beograd,0.5,8.0,90,https://www.nekretnine.rs/stambeni-objekti/stanovi/kancelarija-magacin-vukov-spomenik/NkUWh_u0XtS/,Bulevar Kr. Aleksandra,Kancelarija magacin vukov spomenik
Beograd,3,83.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-stan-blizu-centra/Nkyd-ilixH5/,Palilula,Renoviran stan blizu centra
Beograd,1,37.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/donji-dorcol-namesten-male-rezije-id1140/NkUMfu1xRG-/,Donji Dorćol,"Donji Dorćol,namešten,male režije ID#1140"
Niš,3,90.0,150,https://www.nekretnine.rs/stambeni-objekti/stanovi/iznajmljujem-stan/NkbLHbC-605/,Ledena stena,IZNAJMLJUJEM STAN
Novi Sad,1,22.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-za-vise-ljudi/NkxNgAROpCw/,Salajka,Jednosoban stan za više ljudi!
Novi Sad,2,51.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-dvosoban-stan-na-top-lokaciji/Nku8JYOEBDx/,Socijalno,Komforan dvosoban stan na TOP lokaciji!
Niš,2,56.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-kod-parka-svsave-56m2-cg-220eura/NkQ0zcpywEV/,Bulevar Nemanjića,"Izdaje se stan kod parka Sv.Save, 56m2, CG, 220eura"
Niš,2,56.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-odlican-stan-za-studente-kod-medicinskog-fakulteta-56m2-ta-grejanje-250eura/NkiH1CoMFZt/,Crveni pevac,"Izdaje se odlican stan za studente kod Medicinskog fakulteta, 56m2, TA grejanje, 250eura"
Beograd,1,19.0,280,https://www.nekretnine.rs/stambeni-objekti/stanovi/klinicki-centar-10-lep-namesten-id1138/NkfZuxLmgiA/,Klinički centar,"Klinički centar, 1.0 lep namešten ID#1138"
Beograd,3,84.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/genex-30-namesten-mogu-ljubimci-id1139/NkcUnsz7tNN/,Novi Beograd Blok 38 (OŠ Ratko Mitrović),"Genex, 3.0 namešten,mogu ljubimci ID#1139"
Niš,2,56.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-kod-parka-svsave-56m2-cg-220eura/Nk6IqhFS2nr/,Bulevar Nemanjića,"Izdaje se stan kod parka Sv.Save, 56m2, CG, 220eura"
Niš,2,56.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-odlican-stan-za-studente-kod-medicinskog-fakulteta-56m2-ta-grejanje-250eura/Nkb9rGrxMly/,Crveni pevac,"Izdaje se odlican stan za studente kod Medicinskog fakulteta, 56m2, TA grejanje, 250eura"
Niš,2,56.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-kod-parka-svsave-56m2-cg-220eura/NkZiU6PPT5y/,Bulevar Nemanjića,"Izdaje se stan kod parka Sv.Save, 56m2, CG, 220eura"
Niš,2,56.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-odlican-stan-za-studente-kod-medicinskog-fakulteta-56m2-ta-grejanje-250eura/NkWjeH6-Bsa/,Crveni pevac,"Izdaje se odlican stan za studente kod Medicinskog fakulteta, 56m2, TA grejanje, 250eura"
Beograd,3,92.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/arena-bulzorana-dindica-92m2-lux-garaza/NkUTvUKkHi0/,Novi Beograd Blok 25 (Arena),"Arena,Bul.Zorana Đinđića 92m2,Lux ,Garaža"
Beograd,3,72.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/sun-city-30-novo-lux-garazno-mesto-svetao-pogled/NkG-hvVLOzp/,Novi Beograd,"Sun City,3.0,Novo Lux,Garažno mesto, Svetao,Pogled"
Srbija,2,42.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-petrovaradin-220eur/NkSkVAdPVjJ/,Petrovaradin,"Dvosoban stan PETROVARADIN, 220€"
Beograd,1,37.0,320,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-kao-jednoiposoban/Nkr4fI7qBj-/,Voždovac,Jednosoban kao jednoiposoban
Novi Sad,2,44.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-nova-detelinara-namesten-15-stan-44m2/NkKGrC9fjJw/,Detelinara nova,"Novi Sad, Nova Detelinara - Namešten 1.5 stan, 44m2"
Beograd,4,84.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-na-novom-beogradu-38-blok-mercedes-soliter-polu-namesten/Nkb9rR9_VjS/,Novi Beograd Blok 38 (OŠ Ratko Mitrović),"izdajem stan na Novom Beogradu,38 blok mercedes soliter,polu namesten"
Novi Sad,1,36.5,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-stanpotpuno-opremljen/Nkink6lf4FY/,Jugovićevo,Nov stan...potpuno opremljen
Zlatibor,1,31.0,35,https://www.nekretnine.rs/stambeni-objekti/stanovi/apartman-zlatibor-titova-vila/NkjFDkrYTbt/,Golija,Apartman Zlatibor Titova Vila
Beograd,4,174.0,3000,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-dorcol-izuzetan-40-salonski-stan-luksuzno-namesten/Nk5_0QZlVDq/,Donji Dorćol,"CENTAR-DORĆOL - izuzetan 4.0 salonski stan, luksuzno namešten,"
Novi Sad,1,45.0,280,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-jednoiposoban-stan-namesten-odmah-useljiv-280-e/NkuqhDoTkzt/,Grbavica,"NOVI SAD-GRBAVICA,JEDNOIPOSOBAN STAN NAMESTEN,ODMAH USELJIV-280 E"
Novi Sad,0.5,35.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-novo-naselje-namestena-garsnjera-odmah-useljiva-200e/NksnklLFhSL/,Novo Naselje,"NOVI SAD-NOVO NASELJE,NAMESTENA GARSNJERA,ODMAH USELJIVA--200E"
Beograd,2,67.0,480,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-hotel-jugoslavija-bulevar-nikole-tesle-20-67m2-480-eur/NkKZ6u5lw23/,Novi Beograd Blok 11 (Hotel Jugoslavija),"Novi Beograd, Hotel Jugoslavija, Bulevar Nikole Tesle, 2.0, 67m2, 480 EUR"
Novi Sad,5,123.0,Cena na upit,https://www.nekretnine.rs/stambeni-objekti/stanovi/-urbana-vila-na-telepu-petosoban-/NkUXEEnQpB0/,Telep,"~~~ Urbana vila na TELEPU, petosoban ~~~"
Beograd,2,58.0,2000,https://www.nekretnine.rs/stambeni-objekti/stanovi/west-tower-luks-58m2-xxiv-gas-lux/Nkqax795AkB/,Novi Beograd Blok 65,"WEST TOWER, LUKS, 58M2, XXIV, GAS, LUX"
Novi Sad,2,30.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/mise-dimitrijevica-grbavica-povoljno/Nkfc-Wi7jLJ/,Grbavica,Miše Dimitrijevića. Grbavica. Povoljno.
Novi Sad,1,22.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/idealno-za-vise-ljudi/NkP9nCRao-F/,Salajka,Idealno za više ljudi!
Beograd,2,60.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdavanje-luksuznih-stanova-20--garaza-k-distrikt/NkAV04FTtxJ/,Gornji Dorćol,Izdavanje luksuznih stanova - 2.0 / garaza - K- DISTRIKT
Beograd,3,98.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-30-pink/NkMwMWCUnKH/,Dedinje (RTV Pink),Lux 3.0 - PINK
Novi Sad,3,43.0,70800,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-u-kvadraturi-povrat-pdv-a/NkNnhBtRs5s/,Telep,Dvoiposoban stan u kvadraturi! Povrat pdv-a
Niš,3,76.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-trosoban-stan-na-trosarini-/NkAjLgmPV7k/,Trošarina,IZDAJE SE TROSOBAN STAN NA TROŠARINI !!!
Niš,3,76.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-trosoban-stan-na-trosarini-/NkTNvWCVR_a/,Trošarina,IZDAJE SE TROSOBAN STAN NA TROŠARINI !!!
Beograd,5,194.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/grocka-kaluderica-dunavska-194m2-dunavska/NkGum-fTP9Q/,Kaluđerica,"Grocka, Kaluđerica - Dunavska, 194m2, Dunavska"
Niš,3,76.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-trosoban-stan-na-trosarini-/Nkfc-ojg6m0/,Trošarina,IZDAJE SE TROSOBAN STAN NA TROŠARINI !!!
Beograd,4,145.0,1800,https://www.nekretnine.rs/stambeni-objekti/stanovi/dedinje-40-luks-terasa-dva-parking-mesta-mladena-stojanovica/NkDvja2JL6E/,Dedinje (Beli dvor),"Dedinje, 4.0 luks, terasa. dva parking mesta, Mladena Stojanovića"
Beograd,1,22.0,160,https://www.nekretnine.rs/stambeni-objekti/stanovi/djeram/Nk38YgUSFTx/,Đeram pijaca,DJERAM
Beograd,4,185.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/dedinje-kod-americke-ambasade-izdavanje-stana-sa-dvoristem/NkVlhbeJris/,Dedinje (Beli dvor),"Dedinje, kod Američke ambasade izdavanje stana sa dvorištem"
Niš,2,50.0,320,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-rentgenovoj-ulici/NkjVY_k2NLM/,Crveni pevac,IZDAJE SE STAN U RENTGENOVOJ ULICI!!
Beograd,3,80.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-80m2-agencijski-id-2948/Nkr-p7_NTav/,Centar (uži),"Centar, 80m2, agencijski ID: 2948"
Niš,2,50.0,320,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-rentgenovoj-ulici/NkhuqTNMXHe/,Crveni pevac,IZDAJE SE STAN U RENTGENOVOJ ULICI!!
Beograd,4,150.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-neimar-dorda-vajferta-40-150m2-1400-eur/NkhQ0xzJUIl/,Neimar,"Vračar, Neimar, Đorđa Vajferta, 4.0, 150m2, 1400 EUR"
Beograd,2,57.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67a-a-blok-jurija-gagarina-20-57m2-1200-eur/Nk3n9OCGEB-/,Novi Beograd Blok 67a,"Novi Beograd, Blok 67a, A blok, Jurija Gagarina, 2.0, 57m2, 1200 EUR"
Niš,2,50.0,320,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-rentgenovoj-ulici/NkI_mXC8ses/,Crveni pevac,IZDAJE SE STAN U RENTGENOVOJ ULICI!!
Beograd,2,52.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-52-m2-borca-3-zakup/Nk-YzqRCYz8/,Borča III,"Stan, 52 m2, Borča 3, zakup"
Niš,4,100.0,1,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-u-duvanistu/NkHAJwoy31S/,Duvanište,Izdajem stan u Duvaništu
Novi Sad,4,65.0,88400,https://www.nekretnine.rs/stambeni-objekti/stanovi/povrat-pdv-a-10ak-minuta-od-centra/Nk6kdftyTK3/,Vidovdansko naselje,Povrat pdv-a! 10ak minuta od centra!
Niš,2,66.0,350,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada/NkGo0ylsrFh/,Ćele kula,IZDAJE SE  STAN  U CENTRU GRADA!
Niš,2,47.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-dvosoban-stan-na-paliluli-/Nkx5OoplzVj/,Palilula,IZDAJE SE DVOSOBAN STAN NA PALILULI !!!
Niš,2,66.0,350,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada/Nk7lowP-cqR/,Ćele kula,IZDAJE SE  STAN  U CENTRU GRADA!
Niš,2,47.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-dvosoban-stan-na-paliluli-/NkVsdWFPmtQ/,Palilula,IZDAJE SE DVOSOBAN STAN NA PALILULI !!!
Novi Sad,2,51.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-stan-na-top-lokaciji/NkHDztkHye3/,Socijalno,Komforan stan na TOP lokaciji!
Niš,2,66.0,350,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-centru-grada/NkWvreZBn73/,Ćele kula,IZDAJE SE  STAN  U CENTRU GRADA!
Niš,2,47.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-dvosoban-stan-na-paliluli-/NktwRsR6CTU/,Palilula,IZDAJE SE DVOSOBAN STAN NA PALILULI !!!
Srbija,2,--- m²,100,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-namesten-stan-za-izdavanje-u-vrscu/NkmNlH_KI5w/,Vršac,Dvosoban namesten stan za izdavanje u Vrscu
Beograd,2,51.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-arena-izdavanje/Nk2C0U-9P8r/,Novi Beograd Blok 22,"Novi Beograd, Arena, izdavanje"
Beograd,3,57.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/hadzipopovac-57m2-ii-cg/Nk69Dqn-Lh9/,Hadžipopovac,"HADŽIPOPOVAC, 57M2, II, CG,"
Beograd,2,64.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdavanje-luksuznih-stanova-na-vracaru--20--garaza-lamartinova/NkAaJZ0XhDZ/,Vračar (Centar),Izdavanje luksuznih stanova na Vracaru / 2.0 / garaza - LAMARTINOVA
Beograd,2,64.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdavanje-luksuznih-stanova-na-vracaru--20--garaza-lamartinova/NkAaJZ0XhDZ/,Vračar (Centar),Izdavanje luksuznih stanova na Vracaru / 2.0 / garaza - LAMARTINOVA
Beograd,2,55.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-opremljen-ko-big-a/NkNKvOuqtDL/,Karaburma,Lux opremljen ko Big-a
Beograd,4,90.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-odlican-salonski-90m-za-pp-600-eur/NkutAjt9X-q/,Centar (uži),"Centar odlican salonski 90m, za PP 600 EUR"
Novi Sad,0.5,26.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/prelepa-opremljena-garsonjera-na-grbavici/NkVblIbawyF/,Grbavica,Prelepa opremljena garsonjera na Grbavici
Niš,2,55.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-stan-kod-trgovine-as-na-somborskom-bulevaru/NkQIak1b_CA/,Pantelej,Izdajem stan kod trgovine AS na Somborskom bulevaru
Beograd,2,--- m²,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-milutina-milankovica-blok-23-cg-useljiv-53m2-500e/NkQILDXMzKL/,Novi Beograd Blok 23,"Novi Beograd, Milutina Milankovića, blok 23, CG, useljiv, 53m2, 500e"
Niš,1,43.0,Po dogovoru,https://www.nekretnine.rs/stambeni-objekti/stanovi/1-5-extra-stan-namesten-300-m-od-centra-dogovor/NkEPj_oDGQE/,Centar,"1,5  extra stan,  namesten, 300 m od centra, DOGOVOR"
Srbija,1,30.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/apartmanstan-za-izdavanje-vrnjacka-banja/Nkr_qEq4AJw/,Vrnjačka Banja,Apartman/stan za izdavanje - Vrnjačka banja
Beograd,4,120.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-40--parking--bulbulder--milete-jaksica/NkwQ3TSWCY3/,Bulbuder,Lux 4.0 / parking / Bulbulder /  Milete Jaksica
Beograd,3,75.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-30--dubrovacka/Nkhx6k_j-EL/,Gornji Dorćol,Lux 3.0  / DUBROVACKA
Beograd,4,82.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-40-zemun--aleksandra-dubceka/NkpjD3aZcN6/,Novi Beograd Blok 11c (Stari Merkator),Lux 4.0 /ZEMUN / ALEKSANDRA DUBČEKA
Beograd,2,50.0,Po dogovoru,https://www.nekretnine.rs/stambeni-objekti/stanovi/lokalstan-50-m210-m2-220-eur/NkwMmaHkOyz/,Borča III,Lokal/stan 50 m²+10 m² -220 €
Vranje,4,100.0,Cena na upit,https://www.nekretnine.rs/stambeni-objekti/stanovi/polunamesten-stan-za-izdavanje/NkiBMvhc2SM/,Ćoška,Polunamesten stan za izdavanje
Beograd,3,120.0,1300,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalemegdan-dorcol-40-polunamesten-ili-namesten-terasa-strahinjica-bana/NkNujrLlwfc/,Gornji Dorćol,"Kalemegdan - Dorćol, , 4.0 polunamešten ili namešten, terasa, Strahinjića Bana"
Beograd,1,39.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-stan-u-naselju-brace-jerkovic/Nk8Vw5WbMwl/,Braće Jerković,Izdaje se stan u naselju Braće Jerkovic
Beograd,3,92.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdavanje-luksuznih-stanova-na-vracaru--30--garaza-lamartinova/Nka9awH4gKj/,Vračar (Hram),Izdavanje luksuznih stanova na Vracaru / 3.0 / garaza - LAMARTINOVA
Beograd,2,60.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/izdajem-veci-dvosoban-stan/NkLKifzZT5B/,Filmski grad,Izdajem veci dvosoban stan
Beograd,3,60.0,395,https://www.nekretnine.rs/stambeni-objekti/stanovi/25-cukarica-banovo-brdo-kosutnjak/NkrdW4HcB4U1/,Banovo brdo,"2.5 Čukarica, Banovo Brdo, Košutnjak"
