city,rooms,square,price,link,township,title 
Beograd,2,45.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-za-izdavanje-na-lepoj-lokaciji-id28317/Nk044QyxCNU/,Čukarička padina,Stan za izdavanje na lepoj lokaciji ID#28317
Beograd,2,50.0,750,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-za-izdavanje-na-izuzetnoj-lokaciji-id28386/Nk7CGEbfba4/,Centar (uži),Stan za izdavanje na izuzetnoj lokaciji ID#28386
Novi Sad,0.5,25.0,220,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-satelit-namestena-garsonjera-id9100979/NkBh9LnNsJL/,Satelit,"Novi Sad, Satelit - Nameštena garsonjera ID#9100979"
Novi Sad,4,109.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-bulevar-cetvorosoban-stan--garaza-id9100032/Nkf2mnCINux/,Bulevar,"Novi Sad, Bulevar - Četvorosoban stan + Garaža ID#9100032"
Novi Sad,0.5,19.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-cara-dusana-namestena-garsonjera-id9102135/Nk66lQYEosS/,Adamovićevo naselje,"Novi Sad, Cara Dušana - Nameštena garsonjera ID#9102135"
Srbija,4,160.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/sremska-kamenica-nenamesten-cetvorosoban-stan--garazno-mesto-id9102175/Nkbj_Zdd9y3/,Petrovaradin,Sremska Kamenica  - NENAMEŠTEN četvorosoban stan + garažno  mesto ID#9102175
Novi Sad,4,100.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/potraznja-luksuznog-34-sobnog-stana-id8004/NkfD_qCGj5ve/,Centar,POTRAŽNJA  luksuznog  3(4)-sobnog stana ID#8004
Novi Sad,0.5,25.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-nova-namestena-garsonjera-id9102180/Nk4KC9oJpAU/,Grbavica,"Novi Sad, Grbavica - Nova, nameštena garsonjera ID#9102180"
Novi Sad,4,140.0,900,https://www.nekretnine.rs/stambeni-objekti/stanovi/hitna-potraznja-35-4-sobnog-stana-650-1000-e-id8888/NkQ1EM0Nyz5/,Centar,HITNA POTRAŽNJA 3.5 - 4 SOBNOG STANA - 650-1000 e ID#8888
Beograd,4,108.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/za-poslovni-prostor-terazije-4-soban-lux-renoviran-1sprat-id2191/Nk3RU6tQaTi/,Terazije ( centar ),"za POSLOVNI PROSTOR, Terazije, 4-soban, lux, renoviran, 1.sprat ID#2191"
Beograd,4,150.0,1800,https://www.nekretnine.rs/stambeni-objekti/stanovi/senjak-4-soban-150-m2-kod-nemacke-skole-sprat-kuce-id9745/NkONbao0X_g/,Senjak,"Senjak, 4 soban, 150 m2, kod nemačke škole, sprat kuće ID#9745"
Novi Sad,4,112.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/4-soban-lux-112-m2-bulevar-oslobodenja-id1111/Nk1G7dHM5YW/,Bulevar,"4 soban, LUX, 112 m2, Bulevar oslobođenja ID#1111"
Novi Sad,4,130.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/retko-u-ponudi--4-soban-130-m2-beogradski-kej-1-sprat-id1304/NkU4O1BUcFD/,Centar,"retko u ponudi !   4-soban, 130 m2, Beogradski kej, 1. sprat. ID#1304"
Novi Sad,4,130.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/4-soban-nov-lux-130-m2-garaza-grbavica-m-dimitrijevica-id1132/NkUdUqrgqngS/,Grbavica,"4 soban, nov, LUX, 130 m2, garaža, Grbavica, M. Dimitrijevića ID#1132"
Srbija,0.5,32.0,180,https://www.nekretnine.rs/stambeni-objekti/stanovi/petrovaradin-namestena-garsonjera-id9102172/NkZgUHc7IY6/,Petrovaradin,Petrovaradin - Nameštena garsonjera ID#9102172
Novi Sad,4,130.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/4-sob-lux-park-city-130-m2-narodnog-fronta-2-sprat-id954/NkaDTyjgAkvV/,Liman 3,"4 sob, LUX, Park city, 130 m2, Narodnog fronta, 2. sprat. ID#954"
Novi Sad,0.5,21.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-namestena-garsonjera-id9102219/NkFcDxLNIqm/,Grbavica,"Novi Sad, Grbavica - Nameštena garsonjera ID#9102219"
Novi Sad,0.5,27.0,230,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-27-m2-centar-ul-petra-drapsina-pmesto-u-dvoristu-id1368/NkndjgUQfEX/,Centar,"Garsonjera, 27 m2, centar, ul. Petra Drapšina, p.mesto u dvorištu ID#1368"
Novi Sad,4,122.0,850,https://www.nekretnine.rs/stambeni-objekti/stanovi/za-poslovni-prostor-centar-kod-keja-4-soban-salonski-122m2-id6064/NkME-X0SIFB/,Centar,"za POSLOVNI PROSTOR, centar kod Keja, 4 soban, salonski, 122m2, ID#6064"
Novi Sad,4,165.0,2200,https://www.nekretnine.rs/stambeni-objekti/stanovi/4-soban-165-m2-centar-sumadijska-ulica-garaza-retko-u-ponudi--id1364/Nk3exuHB4x3/,Centar,"4-soban, 165 m2, centar, Šumadijska ulica, GARAŽA, retko u ponudi ! ID#1364"
Novi Sad,2,60.0,350,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-komforan-namesten-dvosoban-stan-id9140637/NkYOe-UPyd_/,Centar,"Novi Sad, Centar - Komforan, namešten dvosoban stan ID#9140637"
Novi Sad,2,63.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-bulevar-namesten-jednoiposoban-stan-id9140546/NkeU2iwSKbg/,Bulevar,Novi Sad - Bulevar - Namešten jednoiposoban stan ID#9140546
Novi Sad,2,65.0,270,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-namesten-dvosoban-stan-id9141266/NkCEmLmCgTF/,Centar,"Novi Sad, Centar - Namesten dvosoban stan ID#9141266"
Novi Sad,2,40.0,200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-kompletno-namesten-dvosoban-stan-id9134948/NkMHwa7sheR/,Liman 3,"Novi Sad, Grbavica - Kompletno namešten dvosoban stan ID#9134948"
Novi Sad,2,42.0,280,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-nenamesten-dvosoban-stan-id9138163/NkVPMxFKfpZ/,Centar,"Novi Sad, Centar - Nenamešten dvosoban stan ID#9138163"
Beograd,2,75.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/cvetkova-pijaca-bulevar-kralja-aleksandra-75m2-id710/Nk8Z1C2-etJ/,Cvetkova pijaca,Cvetkova pijaca - Bulevar kralja Aleksandra 75m2 ID#710
Novi Sad,2,40.0,310,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-liman-i-namesten-dvosoban-stan-id9141646/NkxBSRVLsXe/,Liman 1,"Novi Sad, Liman I - Namešten dvosoban stan ID#9141646"
Novi Sad,2,56.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-moderan-dvosoban-stan-id9141771/Nk9u75l923B/,Centar,"Novi Sad,Centar-Moderan dvosoban stan ID#9141771"
Novi Sad,2,60.0,350,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-namesten-dvosoban-stan-id9141746/NkdXi8RidoD/,Centar,"Novi Sad, Centar-Namešten dvosoban stan ID#9141746"
Novi Sad,2,56.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-socijalno-polunamesten-dvosoban-stan-id9141788/Nkb-gNrTM4c/,Socijalno,"Novi Sad,Socijalno-Polunamešten dvosoban stan ID#9141788"
Novi Sad,2,50.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-namesten-dvosoban-stan-id9118930/NkdnkTIB25l/,Grbavica,"Novi Sad, Grbavica - Namešten dvosoban stan ID#9118930"
Novi Sad,2,65.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-namesten-dvosoban-stan-id9141785/NkxeqYwKuCx/,Centar,"Novi Sad,Centar-Namešten dvosoban stan ID#9141785"
Novi Sad,2,90.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-dvosoban-stan-u-centru-id9141799/NkiM19FqbML/,Centar,"Novi Sad,Centar-Dvosoban stan u centru ID#9141799"
Novi Sad,2,53.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-namesten-dvosoban-stan-id9139881/Nk2aCCvz4yB/,Centar,"Novi Sad,Centar-Namešten dvosoban stan ID#9139881"
Novi Sad,2,42.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-sajam-namesten-dvosoban-stan-id9141802/NkhWNcHDw7K/,Sajam,"Novi Sad, Sajam - Namešten dvosoban stan ID#9141802"
Novi Sad,2,55.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-telep-namesten-dvosoban-stan-id9141808/NkStTKLNxfD/,Telep,"Novi Sad, Telep - Namešten dvosoban stan ID#9141808"
Novi Sad,2,60.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-socijalno-namesten-dvosoban-stan-id9141809/NkY5B3IAM0h/,Socijalno,"Novi Sad, Socijalno-Namešten dvosoban stan ID#9141809"
Novi Sad,2,46.0,300,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-sajam-namesten-dvosoban-stan-id9140876/Nkwy30LfXYQ/,Sajam,"Novi Sad, Sajam - Namešten dvosoban stan ID#9140876"
Novi Sad,2,60.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-namesten-dvosoban-stan-id9141813/NkgreeueXtF/,Centar,"Novi Sad, Centar-Namešten dvosoban stan ID#9141813"
Beograd,2,59.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/beograd-na-vodi-hercegovacka-59m2-id656/Nkq5U73Mwzk/,Beograd na vodi,Beograd na vodi - Hercegovačka 59m2 ID#656
Beograd,2,52.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/hram-svetog-save-sokolska-52m2-id1462/NkSZaScRRoZ/,Vračar (Hram),"Hram Svetog Save - Sokolska, 52m2 ID#1462"
Beograd,2,55.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/beograd-na-vodi-hercegovacka-55m2-id1068/NklqRlI9HAV/,Beograd na vodi,Beograd na vodi - Hercegovačka - 55m2 ID#1068
Beograd,2,57.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/beograd-na-vodi-vista-sa-garaznim-mestom-id1709/NkuoRl5Qyrl/,Beograd na vodi,Beograd na vodi-Vista sa garažnim mestom ID#1709
Beograd,2,52.0,480,https://www.nekretnine.rs/stambeni-objekti/stanovi/dedinje-miloja-daka-52m2-id615/NkzlK3NHEzG/,Dedinje (Beli dvor),"Dedinje - Miloja Đaka, 52m2 ID#615"
Beograd,2,50.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-marije-crnobori-50m2-id1737/Nk2isbrArKg/,Mirijevo I,"Mirijevo - Marije Crnobori, 50m2 ID#1737"
Beograd,3,101.0,2000,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id45320/Nk6gUjXdv7p/,Beograd na vodi,Centar-Beograd Na Vodi BW ID#45320
Beograd,3,85.0,1600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-skyline-id44119/Nk1eYWlXRow/,Beograd na vodi,Centar - SKYLINE ID#44119
Beograd,3,90.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id45102/NkhIS4VD-n_/,Centar (uži),Centar - Stari Grad ID#45102
Beograd,3,100.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id2345333/NkNm9zNgguO/,Vračar (Centar),Centar - Vracar ID#2345333
Beograd,3,80.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id45629/Nk3uw_rbUzM/,Kalenić pijaca,Centar - Vracar ID#45629
Beograd,3,90.0,2250,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id45925/NkHXOBXaNU2/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#45925
Beograd,3,120.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id2245412/NkQ6Ckz-8lA/,Zeleni venac,Centar - Stari Grad ID#2245412
Beograd,3,90.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id45929/NkyBygSDwny/,Zeleni venac,Centar - Stari Grad ID#45929
Beograd,3,91.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-vozdovac-id46065/NkvJ8snPGCs/,Voždovac,Širi centar - Vozdovac ID#46065
Beograd,2,45.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-kajmakcalanska-45m2-id2343/NkTWdLfddOk/,Crveni krst,"Crveni krst - Kajmakčalanska, 45m2 ID#2343"
Beograd,3,110.0,2100,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id45995/NkJ5pZo3iqN/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#45995
Beograd,3,110.0,780,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-vozdovac-autokomanda-id46150/NkSZWYSF4dj/,Autokomanda,Širi centar - Vozdovac Autokomanda ID#46150
Beograd,2,60.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/dorcol-venizelosova-60m2-id2346/Nkh5F1Q08M9/,Gornji Dorćol,"Dorćol - Venizelosova, 60m2 ID#2346"
Beograd,2,55.0,750,https://www.nekretnine.rs/stambeni-objekti/stanovi/parkview-bul-vudroa-vilsona-55m2-id2373/NkQwD8NAYfS/,Beograd na vodi,Parkview - Bul. Vudroa Vilsona - 55m2 ID#2373
Beograd,2,53.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/lekino-brdo-dorda-kratovca-53m2-id2351/NkpUHbrarPF/,Lekino brdo,"Lekino brdo, Đorđa Kratovca, 53m2 ID#2351"
Beograd,2,73.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/atelje-palmoticeva-73m2-id2375/NkyqJj7lBSI/,Centar (uži),Atelje - Palmotićeva - 73m2 ID#2375
Beograd,3,70.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id46426/NkfFo4SlVfu/,Cvetni trg,Centar - Vracar ID#46426
Beograd,3,95.0,2500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-id2946357/NkYRyYkOwlc/,Beograd na vodi,Centar - Savski Venac ID#2946357
Beograd,3,68.0,900,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46346/NkqeQCa2dqm/,Kosančićev venac,Centar - Stari Grad ID#46346
Beograd,2,52.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-22-af-borbe-52m2-id2370/Nk3Oto-VQVS/,Novi Beograd Blok 22,Blok 22 - AF borbe - 52m2 ID#2370
Beograd,3,82.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-savada-3-id46495/NkfyuYYFQww/,Novi Beograd Blok 67a,Novi Beograd - SAVADA 3 ID#46495
Beograd,3,65.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46431/NkJdv_iX8ip/,Bajlonijeva pijaca,Centar - Stari Grad ID#46431
Beograd,3,85.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-savada-3-id46457/Nksz3-OxYEw/,Novi Beograd Blok 67a,Novi Beograd - SAVADA 3 ID#46457
Beograd,3,85.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-crveni-krst-id46460/NkPIs1Sc2Sg/,Crveni krst,Centar - Vracar Crveni Krst ID#46460
Beograd,2,34.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-molerova-34m2-id2383/Nk_u9XNFKw-/,Tašmajdan,Kalenić - Molerova - 34m2 ID#2383
Beograd,3,65.0,450,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-vozdovac-id46732/NkN1pKESvpr/,Voždovac,Širi centar - Vozdovac ID#46732
Beograd,2,84.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/senjak-ruska-84m2-namesten-id2415/NklOD2jKVB8/,Senjak,"Senjak - Ruska, 84m2 namešten ID#2415"
Beograd,2,55.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/beograd-na-vodi-bw-aurora-sa-gar-mestom-id2408/Nkhpd_OvDGL/,Beograd na vodi,Beograd na vodi - BW Aurora sa gar. mestom ID#2408
Beograd,3,45.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-senjak-id46738/NkcKVQ5VW9y/,Senjak,Širi centar - Senjak ID#46738
Beograd,3,78.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id46485/NkTWnmanA_K/,Vračar (Centar),Centar - Vracar ID#46485
Beograd,3,86.0,860,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-kalenic-pijaca-id146511/NkxzhkgOKuC/,Kalenić pijaca,Centar - Vracar Kalenic Pijaca ID#146511
Beograd,2,60.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-west-65-tower-id45342/NkcWea0f6sP/,Novi Beograd Blok 65,Novi Beograd - West 65 TOWER ID#45342
Beograd,3,86.0,860,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-kalenic-pijaca-id46511/Nkf6YaK470c/,Kalenić pijaca,Centar - Vracar Kalenic Pijaca ID#46511
Beograd,3,87.0,1450,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-skyline-id46513/Nk-4TQwLDf1/,Senjak,Centar - Savski Venac - Skyline ID#46513
Beograd,3,100.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id45333/Nkc6waJZIq9/,Vračar (Centar),Centar - Vracar ID#45333
Beograd,3,80.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-id46265/NkaWGjQU3kx/,Beograd na vodi,Centar - Savski Venac ID#46265
Beograd,2,50.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/madera-desanke-maksimovic-50m2-id2417/Nk9-36FQnrD/,Vračar (Centar),"Madera - Desanke Maksimović, 50m2 ID#2417"
Beograd,2,65.0,550,https://www.nekretnine.rs/stambeni-objekti/stanovi/slavija-bircaninova-65m2-id2426/Nkw0pBd-Xxv/,Slavija,"Slavija - Birčaninova, 65m2 ID#2426"
Beograd,2,67.0,480,https://www.nekretnine.rs/stambeni-objekti/stanovi/hotel-yu-bul-nikole-tesle-67m2-id2466/Nkgt7yV73cu/,Novi Beograd Blok 11 (Hotel Jugoslavija),Hotel YU - Bul. Nikole Tesle - 67m2 ID#2466
Beograd,3,72.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id246522/NkelE4Asq5L/,Trg Republike ( centar ),Centar - Stari Grad ID#246522
Beograd,3,95.0,2500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-id46357/NkBdKzRZuV0/,Beograd na vodi,Centar - Savski Venac ID#46357
Beograd,3,72.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46522/NkipkKjkvWN/,Trg Republike ( centar ),Centar - Stari Grad ID#46522
Beograd,3,110.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id446553/NkYSCE0Ob-w/,Kalemegdan,Centar - Stari Grad ID#446553
Beograd,3,71.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id346539/NkQM9szYYoA/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#346539
Beograd,2,57.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/sarajevska-57m2-idealan-za-poslovni-prostor-id2577/NkOAvvpGxLo/,Palata pravde,"Sarajevska - 57m2, idealan za poslovni prostor ID#2577"
Beograd,3,71.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id46539/NkBHyLIzAu6/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#46539
Beograd,3,65.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-banovo-brdo-id46566/Nk8iyNZeVYq/,Banovo brdo,Širi centar - Banovo Brdo ID#46566
Beograd,3,90.0,1600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id46557/NkHdGu7F7BR/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#46557
Beograd,3,110.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46553/NkD0_l49qLx/,Kalemegdan,Centar - Stari Grad ID#46553
Beograd,2,50.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/profesorska-kolonija-50m2m2-useljiv-id2578/Nkd9DX-jYur/,Profesorska kolonija,"Profesorska kolonija, 50m2m2, useljiv ID#2578"
Beograd,3,72.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-stari-merkator-id1246597/Nkn7j7vXIwq/,Novi Beograd Blok 11c (Stari Merkator),Novi Beograd - Stari Merkator ID#1246597
Beograd,3,120.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id45412/Nkqmp_-aQ2m/,Zeleni venac,Centar - Stari Grad ID#45412
Beograd,3,58.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-gornji-grad-id46568/NkSnZ8GQTY1/,Zemun (Gornji grad),Zemun - Gornji Grad ID#46568
Beograd,3,110.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id746614/NkAnOhNND8B/,Obilićev venac,Centar - Stari Grad ID#746614
Beograd,3,105.0,1100,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46605/NkrZreIGcxz/,Obilićev venac,Centar - Stari Grad ID#46605
Beograd,3,88.0,650,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-38-id46620/NkPV9UqOBfg/,Novi Beograd Blok 28 (Potkovica),Novi Beograd - Blok 38 ID#46620
Beograd,3,91.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id746615/NkgSFqFkPkR/,Bajlonijeva pijaca,Centar - Stari Grad ID#746615
Beograd,2,50.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-admirala-geprata-50m2-id2655/Nk_BOfDDxh1/,Centar (uži),"Centar - Admirala Geprata, 50m2 ID#2655"
Beograd,2,40.0,250,https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-odlicna-novogradnja-useljiva-id4547/Nk7dQ27Mrvr/,Mirijevo I,"Mirijevo, odlična novogradnja, useljiva ID#4547"
Beograd,3,112.0,850,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-id846624/NkezdZKHenq/,Beograd na vodi,Centar - Savski Venac ID#846624
Beograd,3,112.0,850,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-savski-venac-id46624/NkQ7fNftCp4/,Beograd na vodi,Centar - Savski Venac ID#46624
Beograd,2,38.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-a-blok-id46726/Nk8UP-t912U/,Novi Beograd Blok 67a,Novi Beograd - A BLOK ID#46726
Beograd,3,110.0,1500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46614/Nk-mHWHpLJS/,Obilićev venac,Centar - Stari Grad ID#46614
Beograd,3,91.0,1400,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-id46615/NkgaNEy5gmk/,Bajlonijeva pijaca,Centar - Stari Grad ID#46615
Beograd,3,120.0,800,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-cvetko-id46644/NkcC-1rTXi3/,Cvetkova pijaca,Centar - Cvetko ID#46644
Beograd,3,90.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-dedinje-id46636/Nk5Q2w8drPA/,Dedinje (25. maj),Širi centar - Dedinje ID#46636
Beograd,3,67.0,700,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-savada-3-id46674/NkbP3hoY0H_/,Novi Beograd Blok 67a,Novi Beograd - SAVADA 3 ID#46674
Beograd,3,51.0,600,https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-marije-bursac-id46649/NkVRqIKyv6R/,Zemun (Marije Bursać),Zemun - Marije Bursac ID#46649
Beograd,3,148.0,1900,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-dedinje-id45942/Nk1m_DlGUhy/,Dedinje (Beli dvor),Širi centar - Dedinje ID#45942
Beograd,3,70.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vuk-id46724/Nk7YkHohRhU/,Vukov spomenik,Centar - Vuk ID#46724
Beograd,3,80.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-stari-grad-novi-dorcol-id46685/NkHHiCBqZ4t/,Gornji Dorćol,Centar - Stari Grad Novi Dorcol ID#46685
Beograd,3,100.0,580,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-banovo-brdo-id1443857/NkvHn_mkDls/,Banovo brdo,Širi centar - Banovo Brdo ID#1443857
Beograd,2,42.0,420,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracar-id1546727/NkxiDxdAhFD/,Južni bulevar,Centar - Vracar ID#1546727
Beograd,3,90.0,1300,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id46697/NkxeeLq_NmG/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#46697
Beograd,3,68.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-arena-blok-22-id46705/NkMs1sYHqux/,Novi Beograd Blok 22,Novi Beograd - Arena Blok 22 ID#46705
Beograd,3,88.0,400,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-70-cetvorospratnice-id44777/Nk7V8kEFqTz/,Novi Beograd Blok 70 (Kineski TC),Novi Beograd - Blok 70 Cetvorospratnice ID#44777
Beograd,3,72.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-stari-merkator-id46597/NkoiEfDYAfu/,Novi Beograd Blok 11c (Stari Merkator),Novi Beograd - Stari Merkator ID#46597
Beograd,3,101.0,1200,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-belville-id46709/Nkj5YAWmG6k/,Belvil,Novi Beograd - Belville ID#46709
Beograd,3,100.0,580,https://www.nekretnine.rs/stambeni-objekti/stanovi/siri-centar-banovo-brdo-id43857/NkHKdO_wNQp/,Banovo brdo,Širi centar - Banovo Brdo ID#43857
Beograd,3,60.0,900,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-halo-pionir-id46730/NkCtN1LQ4Os/,Hala Pionir,Centar - Halo Pionir ID#46730
Beograd,3,70.0,500,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vuk-id1446724/NkoSWD747Ho/,Vukov spomenik,Centar - Vuk ID#1446724
Beograd,3,90.0,1000,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-beograd-na-vodi-bw-id46733/NkrQVSw5A2C/,Beograd na vodi,Centar - Beograd Na Vodi BW ID#46733
