city,rooms,total_price,link,condition,heating,township,place,street 
Beograd,1.0,300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/nedeljka-gvozdenovica/6254138831eaa920fb773dd8,namešteno,centralno,Novi Beograd,Bežanijska kosa 3,Nedeljka Gvozdenovića
Beograd,2.0,300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ljuba-vuckovica/62541377daa864323e7a214c,namešteno,centralno,Voždovac opština,Voždovačka crkva,Ljuba Vučkovića
Beograd,5.0,2600,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/625413094817da0fcd5f507d,polunamešteno,etažno,Savski Venac,Savski Venac,Kneza Miloša
Beograd,2.0,650,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-zorana-djindjica/625413064817da0fcd5f5073,namešteno,centralno,Novi Beograd,Blok 21,Bulevar Zorana Đinđića
Beograd,5.0,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/danteova/625411a30733423814030958,namešteno,norveški radijatori,Palilula opština,Karaburma,Danteova
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/durmitorska/625411a30733423814030953,polunamešteno,centralno,Savski Venac,Centar,Durmitorska
Pančevo,2.0,250,https://www.4zida.rs/izdavanje/stanovi/pancevo/oglas/streliste/625410dc9374d74f8a45912d,namešteno,na struju,Gradske lokacije,Gradske lokacije,Strelište
Subotica,2.0,230,https://www.4zida.rs/izdavanje/stanovi/subotica/oglas/bastovanska/6251926afef68651155f1704,namešteno,na gas,Gradske lokacije,Teslino Naselje,Baštovanska
Niš,1.5,240,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/vojna-bolnica/62540bd778801363eb2285bc,,,Gradske lokacije,Bulevar Dr Zorana Đinđića,Vojna Bolnica
Niš,3.0,450,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/palilulska-rampa/62540940dfc9eb011018f3d3,namešteno,centralno,Gradske lokacije,Palilula,Palilulska Rampa
Beograd,3.0,900,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-arsenija-carnojevica/625408a1a7de05691f2297f3,namešteno,centralno,Novi Beograd,Blok 29,Bulevar Arsenija Carnojevica
Beograd,0.5,450,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/lion/62540845d9d01d4f3f0a4f40,namešteno,centralno,Zvezdara opština,Zvezdara opština,Lion
Beograd,2.0,320,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/karaburma/62540844d9d01d4f3f0a4f38,namešteno,etažno,Palilula opština,Palilula opština,Karaburma
Beograd,4.0,3000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hram-svetog-save/62540842d9d01d4f3f0a4f30,namešteno,centralno,Vračar,Neimar,Hram Svetog Save
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/altina/62540842d9d01d4f3f0a4f2c,namešteno,norveški radijatori,Zemun opština,Zemun,Altina
Beograd,2.0,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/blok-70/62540841d9d01d4f3f0a4f28,polunamešteno,centralno,Novi Beograd,Novi Beograd,Blok 70
Beograd,1.5,450,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/blok-25-arena/62540841d9d01d4f3f0a4f24,namešteno,centralno,Novi Beograd,Novi Beograd,Blok 25 - Arena
Beograd,4.5,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/karaburma/62540840d9d01d4f3f0a4f1c,namešteno,na struju,Palilula opština,Palilula opština,Karaburma
Beograd,3.0,900,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/gornji-grad/6254083fd9d01d4f3f0a4f13,namešteno,centralno,Zemun opština,Zemun,Gornji Grad
Beograd,1.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/blok-1-fontana/625407d9de743c3e267383bc,namešteno,centralno,Novi Beograd,Novi Beograd,Blok 1 - Fontana
Novi Sad,1.0,200,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/alberta-tome/625407d5de743c3e267383b0,namešteno,centralno,Gradske lokacije,Spens,Alberta Tome
Novi Sad,2.0,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/6253ff5120e7f6496529cf83,,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Novi Sad,0.5,200,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/6253fe9775e14e2c1400e375,namešteno,centralno,Gradske lokacije,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar)
Beograd,2.0,420,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/generala-milica/6253fdcf6745102ea86e7a93,namešteno,centralno,Voždovac opština,Stepa Stepanović,Generala Milića
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/durmitorska/6253fdaa52fff0101c65a2c8,prazno,centralno,Savski Venac,Palata Pravde,Durmitorska
Novi Sad,2.0,350,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/podbara/6253fcde9c0d5027967e3003,namešteno,centralno,Gradske lokacije,Gradske lokacije,Podbara
Novi Sad,2.0,600,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/aranj-janosa/6253fc0d74322239aa4a97e5,namešteno,centralno,Gradske lokacije,Adamovićevo Naselje,Aranj Janoša
Zrenjanin,1.5,300,https://www.4zida.rs/izdavanje/stanovi/zrenjanin/oglas/cara-dusana/6253fbfc32b7cb127f32b763,prazno,,Gradske lokacije,Gradnulica,Cara Dušana
Novi Sad,4.0,550,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/kosancic-ivana/6253fbf13757585b46144693,namešteno,centralno,Gradske lokacije,Bulevar Oslobođenja,Kosančić Ivana
Beograd,1.5,750,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/durmitorska/6253fb49fb26254d5518fec3,namešteno,centralno,Savski Venac,Beograđanka,Durmitorska
Novi Sad,0.5,200,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/kisacka/6253f93c3fdd0d06c032c6b3,namešteno,na gas,Gradske lokacije,Salajka,Kisačka
Beograd,3.5,990,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dzordza-vasingtona/6253f88573901264c60c8118,prazno,centralno,Palilula opština,Botanička Bašta,Džordža Vašingtona
Beograd,3.5,990,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dzordza-vasingtona/6253f88473901264c60c8113,prazno,centralno,Stari Grad opština,Beograd centar,Džordža Vašingtona
Beograd,4.0,1000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kursulina/6253f7c2e7628f18d377955c,namešteno,centralno,Vračar,Hram Svetog Save,Kursulina
Beograd,0.5,230,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dragoslava-srejovica/6253f70e3cecac5be60e1673,namešteno,na gas,Palilula opština,Karaburma,Dragoslava Srejovića
Novi Sad,1.0,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-cara-lazara/624599d9d9785a223c4e1bb7,namešteno,centralno,Gradske lokacije,Liman 2,Bulevar Cara Lazara
Novi Sad,2.0,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/vojvode-bojovica/624eee793cb9656cc8368a63,namešteno,centralno,Gradske lokacije,Rotkvarija,Vojvode Bojovića
Novi Sad,1.0,180,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novo-naselje/6253f0a4caa21b1be97e2eb5,,centralno,Gradske lokacije,Gradske lokacije,Novo Naselje
Novi Sad,3.5,800,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-cara-lazara/6253f03a42b305421c125187,namešteno,centralno,Gradske lokacije,Liman 2,Bulevar Cara Lazara
Novi Sad,1.5,250,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/detelinara/6253ee5b2908bb2eef222718,namešteno,centralno,Gradske lokacije,Gradske lokacije,Detelinara
Novi Sad,1.5,250,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/detelinara/6253ee592908bb2eef222713,namešteno,centralno,Gradske lokacije,Gradske lokacije,Detelinara
Niš,2.0,400,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/dom-zdravlja/6253ed072f605a32c33729ff,namešteno,centralno,Gradske lokacije,Medijana,Dom Zdravlja
Novi Sad,3.0,350,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/spens/61432a017c5b972b2f711cc3,prazno,centralno,Gradske lokacije,Stari Grad,Spens
Novi Sad,0.5,220,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/nova-detelinara/618e41a1d334ab60783bd855,namešteno,etažno,Gradske lokacije,Detelinara,Nova Detelinara
Novi Sad,1.0,220,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/61b0893c82d8e307cd599ee3,namešteno,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Novi Sad,3.5,450,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/61d421dd40b49a59af1f1843,namešteno,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Novi Sad,5.0,1000,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/6203d0fcaafa7c40d76f60d6,prazno,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Novi Sad,0.5,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-evrope/6229d52cbabf100b2207fc93,namešteno,centralno,Gradske lokacije,Gradske lokacije,Bulevar Evrope
Novi Sad,3.0,1100,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/nova-detelinara/622b42e7280b2c421078f6c3,polunamešteno,centralno,Gradske lokacije,Detelinara,Nova Detelinara
Novi Sad,6.0,2200,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/623df0c395afcc70a4428793,prazno,na struju,Gradske lokacije,Stari Grad,Novi Sad - Centar
Novi Sad,1.5,350,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/grbavica/624abcd64656e539de70eba3,namešteno,centralno,Gradske lokacije,Gradske lokacije,Grbavica
Novi Sad,0.5,200,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/nova-detelinara/624abcd74656e539de70eba8,namešteno,centralno,Gradske lokacije,Detelinara,Nova Detelinara
Novi Sad,2.0,450,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/socijalno/624c27bdc68e1e6eff168703,namešteno,centralno,Gradske lokacije,Rotkvarija,Socijalno
Vranje,2.0,160,https://www.4zida.rs/izdavanje/stanovi/vranje/oglas/lenjinova/621f60bd2b5e241169500867,namešteno,TA peć,Gradske lokacije,Centar,Lenjinova
Beograd,2.0,450,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dzona-kenedija/6253e61a749bbe1df3441a35,polunamešteno,centralno,Novi Beograd,Blok 8a - Paviljoni,Džona Kenedija
Novi Sad,2.5,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/grbavica/61767a46c661d11fec40fac3,prazno,na gas,Gradske lokacije,Gradske lokacije,Grbavica
Novi Sad,2.5,280,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/stojana-novakovica/623efa044fabb671ce18cf75,namešteno,centralno,Gradske lokacije,Tozin Sokak,Stojana Novakovića
Novi Sad,0.5,220,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-evrope/624176767b34eb746a206206,namešteno,na gas,Gradske lokacije,Gradske lokacije,Bulevar Evrope
Novi Sad,1.5,280,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/koste-racina/625065cf3d622227c62e1644,namešteno,na gas,Gradske lokacije,Nova Detelinara,Koste Racina
Novi Sad,5.0,1500,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/6241d1f6ced0e52ecc608043,namešteno,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Beograd,4.0,2000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dunavska/619bfc8b51c747308b4f7ff9,polunamešteno,centralno,Stari Grad opština,Kalemegdan,Dunavska
Niš,2.0,220,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/ljube-ilica-stoleta/5e4335f20c7cde55cf11723b,namešteno,na struju,Gradske lokacije,Trošarina,Ljube Ilica Stoleta
Novi Sad,1.5,280,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/radoja-domanivica/625187739205892715055e35,namešteno,norveški radijatori,Gradske lokacije,Salajka,Radoja Domanivica
Subotica,1.0,150,https://www.4zida.rs/izdavanje/stanovi/subotica/oglas/segedinski-put/625130a207546e03290f88c5,namešteno,centralno,Gradske lokacije,Centar 1,Segedinski Put
Beograd,1.0,200,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/zvezdara-mirijevo-3/6253daf1ced08c1d684c0c8c,namešteno,centralno,Zvezdara opština,Mirijevo III,Zvezdara (Mirijevo 3)
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/zemun-centar/6253daeeced08c1d684c0c83,polunamešteno,centralno,Zemun opština,Zemun - Centar,Zemun (Centar)
Beograd,2.5,25,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/grge-andrijanovica/6253da072db7584d110e5ba3,,etažno,Palilula opština,Krnjača,Grge Andrijanovića
Zrenjanin,2.0,350,https://www.4zida.rs/izdavanje/stanovi/zrenjanin/oglas/obiliceva/61c2e35237df40790248a533,namešteno,centralno,Gradske lokacije,Centar,Obilićeva
Beograd,0.5,299,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/staro-sajmiste-6/6253d16b69eb98642f3f8f05,namešteno,na struju,Novi Beograd,Blok 17,Staro Sajmište 6
Niš,2.0,220,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/sremska/6253cebfd4cc3f2fbc103853,namešteno,TA peć,Gradske lokacije,Medijana,Sremska
Beograd,2.0,300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/gornjogradska/6253cda78c8fdc022f5792f4,namešteno,TA peć,Zemun opština,Zemun,Gornjogradska
Niš,3.0,300,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/bulevar-zorana-djindjica/6253cb98c7a44c6c84414f23,namešteno,etažno,Gradske lokacije,Bulevar Dr Zorana Đinđića,Bulevar Zorana Djindjića
Kragujevac,1.5,150,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/lepa-brena/6214e4e4ad0aa82b411fb2e3,namešteno,centralno,Gradske lokacije,Centar,Lepa Brena
Beograd,1.0,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/slavija/6253b377a83bb6485e4f23c5,namešteno,centralno,Vračar,Vračar,Slavija
Vrnjačka Banja,2.5,200,https://www.4zida.rs/izdavanje/stanovi/vrnjacka-banja/oglas/heroja-cajke/62534fb322b71a05de025163,namešteno,centralno,Gradske lokacije,Čajkino Brdo,Heroja Cajke
Beograd,4.0,830,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/vinogradska/62533281ca2e16684c163cc0,namešteno,centralno,Savski Venac,Beograd na vodi,Vinogradska
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/banjalacka/62533280ca2e16684c163cbc,namešteno,centralno,Vračar,Južni Bulevar,Banjalacka
Beograd,4.0,830,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/vinogradska/6253327fca2e16684c163cb3,namešteno,centralno,Savski Venac,Beograd na vodi,Vinogradska
Beograd,3.0,400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-umetnosti/62533270afe99b4f24702768,namešteno,centralno,Novi Beograd,Blok 25 - Arena,Bulevar Umetnosti
Beograd,3.5,1500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/karadjordjev-park/62532f123fe948503c6db953,namešteno,centralno,Vračar,Vračar,Karađorđev Park
Zrenjanin,1.5,220,https://www.4zida.rs/izdavanje/stanovi/zrenjanin/oglas/nikole-pasica/625328428aea921bae11d3f4,namešteno,centralno,Gradske lokacije,Žitni Trg,Nikole Pašića
Niš,3.0,130,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/sindjelicev-trg/625322779c52e76e481b3173,namešteno,na struju,Gradske lokacije,Centar,Sindjelicev Trg
Beograd,2.5,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/pastroviceva/6253165a5b4b385a937ced93,namešteno,centralno,Čukarica opština,Banovo Brdo,Pastroviceva
Beograd,2.0,180,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/umka/625310931c23a4335102e1f7,namešteno,na struju,Čukarica opština,Čukarica opština,Umka
Pančevo,2.0,200,https://www.4zida.rs/izdavanje/stanovi/pancevo/oglas/brace-jovanovica/62530da27eb68b0394016af3,polunamešteno,centralno,Gradske lokacije,Kotež 1,Braće Jovanovića
Beograd,1.0,400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/antifasisticke-borbe/62530a8ce6fd2449213f2a6d,namešteno,centralno,Novi Beograd,Blok 22,Antifašističke Borbe
Beograd,1.0,180,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/blok-1-fontana/62530a8ce6fd2449213f2a69,namešteno,centralno,Novi Beograd,Novi Beograd,Blok 1 - Fontana
Novi Sad,0.5,550,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bul-patrijarha-pavla/625300e2966cca6f410d9023,namešteno,centralno,Gradske lokacije,Bulevar Patrijarha Pavla (Somborski Bulevar),Bul. Patrijarha Pavla
Novi Sad,2.0,300,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/petrovaradin/6252f935ad50e073a5284e73,namešteno,centralno,Gradske lokacije,Gradske lokacije,Petrovaradin
Zrenjanin,0.5,180,https://www.4zida.rs/izdavanje/stanovi/zrenjanin/oglas/bagljas/6252def49cb83d541d4e37c4,namešteno,,Gradske lokacije,Gradske lokacije,Bagljaš
Beograd,1.0,270,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/zaplanjska/6252cd9bb4c8483d5e3b69a3,namešteno,centralno,Voždovac opština,Braće Jerković,Zaplanjska
Novi Sad,5.0,700,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/vojvode-bojovica/6252c4c5ee0fd76255266065,prazno,centralno,Gradske lokacije,Novi Sad - Centar,Vojvode Bojovića
Beograd,2.0,900,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hercegovacka/6252c1f983295905aa4568ed,namešteno,centralno,Savski Venac,Beograd na vodi,Hercegovacka
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/banjalacka/6252c1f383295905aa4568e4,namešteno,centralno,Vračar,Južni Bulevar,Banjalacka
Beograd,4.0,1400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/politova/6252c1ef83295905aa4568d3,namešteno,etažno,Vračar,Južni Bulevar,Politova
Beograd,1.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/alaska/6252c1e1edc412756a046028,namešteno,na struju,Zemun opština,Zemun - Centar,Alaska
Beograd,1.0,390,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/antifasisticke-borbe/6252c1e0edc412756a046023,namešteno,centralno,Novi Beograd,Blok 22,Antifašističke Borbe
Novi Sad,0.5,250,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/lasta-gala/6252bf1414428764c87ae993,namešteno,centralno,Gradske lokacije,Grbavica,Lasta Gala
Niš,1.5,170,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/palilulska-rampa/5f95f1449a30914c0f667cd8,namešteno,na struju,Gradske lokacije,Palilula,Palilulska Rampa
Beograd,1.0,300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/pariske-komune/6252b613b278fb29266af40c,polunamešteno,centralno,Novi Beograd,Blok 31 - Opština,Pariske Komune
Beograd,1.0,280,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/milesevska/6252ae3378c5710c7a3b7ee4,namešteno,na struju,Vračar,Kalenić,Milesevska
Beograd,3.0,700,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/decanska/6252ab82913a8d67f4441633,prazno,centralno,Stari Grad opština,Trg Nikole Pašića,Dečanska
Beograd,0.5,170,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/stara-karaburma/6252a7164bb3fb549a0d3a23,namešteno,centralno,Palilula opština,Karaburma,Stara Karaburma
Beograd,1.5,280,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/pariske-komune/6252a615b5f99219011b7a27,namešteno,centralno,Novi Beograd,Blok 1 - Fontana,Pariske Komune
Beograd,2.0,1300,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/terraces/61eeaaab7d647408af08879e,namešteno,centralno,Savski Venac,Beograd na vodi,Terraces
Beograd,1.0,550,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/venizelosova/61f25b92e4cc6267354840f8,namešteno,centralno,Stari Grad opština,Gundulićev Venac,Venizelosova
Beograd,5.0,1600,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/miloja-djaka/61f44734954db75b1e3b9656,polunamešteno,centralno,Savski Venac,Dedinje,Miloja Djaka
Beograd,4.0,3400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/cara-nikolaja/61fbc7db030a8f58c804c821,namešteno,centralno,Vračar,Hram Svetog Save,Cara Nikolaja
Beograd,1.5,250,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ljube-danilovica/6252a467afe4830551690d36,namešteno,etažno,Zvezdara opština,Mirijevo,Ljube Danilovića
Beograd,3.0,1500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/vukov-spomenik/6246f4c41219980a595fd916,namešteno,centralno,Zvezdara opština,Vukov Spomenik,Vukov Spomenik
Kruševac,1.0,120,https://www.4zida.rs/izdavanje/stanovi/krusevac/oglas/kneza-milosa/62529a8183a0787aa4267923,prazno,centralno,Gradske lokacije,Pejton,Kneza Miloša
Kruševac,2.0,350,https://www.4zida.rs/izdavanje/stanovi/krusevac/oglas/trg-kosovskih-junaka/6252909f710f846c2407b393,namešteno,na struju,Gradske lokacije,Gradske lokacije,Trg Kosovskih Junaka
Beograd,1.5,400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/djeram/625290245e4ec75ad26d1d03,namešteno,na struju,Zvezdara opština,Zvezdara opština,Đeram
Beograd,2.0,700,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/antifasisticke-borbe/61f4f52b02b2da060a30a3c4,namešteno,,Novi Beograd,Blok 25 - Arena,Antifašističke Borbe
Beograd,3.0,600,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/marije-bursac/6251fd0f3877d802081e5693,namešteno,centralno,Zemun opština,Marija Bursać,Marije Bursac
Beograd,4.0,1850,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hercegovacka/621bf5a11f73f57ee75d5673,prazno,centralno,Savski Venac,Savamala,Hercegovačka
Beograd,5.0,1000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ilije-garasanina/6251ea545cec4629b80d4150,namešteno,centralno,Palilula opština,Tašmajdan,Ilije Garasanina
Beograd,3.0,450,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kraljice-marije/6251ea4c5cec4629b80d4147,prazno,centralno,Palilula opština,Tašmajdan,Kraljice Marije
Beograd,3.0,850,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/visegradska/6251e6dbd2dde976cb410963,namešteno,centralno,Savski Venac,Savski Trg,Višegradska
Novi Sad,4.0,1000,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/liman-1/607f8d78a6648713a825a143,namešteno,centralno,Gradske lokacije,Liman,Liman 1
Beograd,4.0,750,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-mihajla-pupina/6251e0fb64b98e0dcd3e4013,namešteno,centralno,Novi Beograd,Blok 21,Bulevar Mihajla Pupina
Beograd,1.0,65,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ranka-miljica/6251e044ec7e81418e3fa085,namešteno,na struju,Palilula opština,Borča Greda,Ranka Miljića
Paraćin,2.5,150,https://www.4zida.rs/izdavanje/stanovi/paracin/oglas/centar/6251de77ed4e5974d1399a36,namešteno,na struju,Gradske lokacije,Gradske lokacije,Centar
Novi Sad,4.0,2500,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novi-sad-centar/61e7e8b7061d901f5003528a,namešteno,centralno,Gradske lokacije,Stari Grad,Novi Sad - Centar
Kragujevac,0.5,90,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/erdoglija/6251d9379e9fc418d21890f3,namešteno,centralno,Gradske lokacije,Gradske lokacije,Erdoglija
Beograd,2.5,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-umetnosti/6251d741d9d0856307061153,namešteno,centralno,Novi Beograd,Blok 29,Bulevar Umetnosti
Beograd,0.5,150,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/akrobate-aleksica/6251cb7b1441710bc6745793,polunamešteno,centralno,Zemun opština,Zemun Polje,Akrobate Aleksića
Novi Sad,2.5,350,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/pavla-ivica/6251bbcb76deef0f41350493,polunamešteno,centralno,Gradske lokacije,Jugovićevo,Pavla Ivića
Beograd,1.0,170,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kralja-petra/6251c8d6d596013892789bb3,namešteno,centralno,Lazarevac opština,Ibarska magistrala Lazarevac,Kralja Petra
Beograd,5.0,2500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/6251c8af522eec006a7f7d68,namešteno,centralno,Savski Venac,Savski Venac,Dedinje
Beograd,4.0,1400,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/politova/6251c4dc9fe49a45201a4474,namešteno,etažno,Vračar,Južni Bulevar,Politova
Beograd,3.0,800,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/slobodanke-danke-savic/6251c4db9fe49a45201a446c,namešteno,centralno,Zvezdara opština,Cvetkova Pijaca,Slobodanke Danke Savic
Beograd,2.0,350,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/mileve-maric-ajnstajn/6251c4db9fe49a45201a4468,prazno,centralno,Novi Beograd,Blok 61,Mileve Maric Ajnstajn
Beograd,4.0,1000,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/svetogorska/6251c4da9fe49a45201a4463,polunamešteno,centralno,Stari Grad opština,Skupština,Svetogorska
Beograd,2.0,500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/rozajska/6251c4cb41e5cd46d64ed3c3,namešteno,etažno,Savski Venac,Senjak,Rožajska
Niš,1.0,300,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/centar/6251c1dce0086035e34cd197,namešteno,na struju,Gradske lokacije,Medijana,Centar
Kragujevac,2.0,180,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/save-kovacevica/6251c17392ab4610f119ee33,namešteno,centralno,Gradske lokacije,Bubanj,Save Kovacevica
Beograd,1.0,250,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/ljermontovljeva/6251b5ffddefb95b7a3ccae3,namešteno,centralno,Voždovac opština,Dušanovac,Ljermontovljeva
Beograd,4.0,3500,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/miloja-djaka/61d34cdfb8cc0650926271e3,namešteno,centralno,Savski Venac,Diplomatska Kolonija,Miloja Djaka
